starttime, endtime, elapsedtime
1412034649.489586, 1412034649.607333, 0.117747
1412034649.607432, 1412034649.663548, 0.056116
1412034649.663641, 1412034649.724811, 0.061170
1412034649.724909, 1412034649.778808, 0.053899
1412034649.778906, 1412034649.835673, 0.056767
1412034649.835769, 1412034649.890855, 0.055086
1412034649.890921, 1412034649.943286, 0.052365
1412034649.943382, 1412034649.999133, 0.055751
1412034649.999167, 1412034650.055150, 0.055983
1412034650.055220, 1412034650.111138, 0.055918
1412034650.111232, 1412034650.167121, 0.055889
1412034650.167154, 1412034650.223230, 0.056076
1412034650.223330, 1412034650.278825, 0.055495
1412034650.278893, 1412034650.335339, 0.056446
1412034650.335404, 1412034650.391270, 0.055866
1412034650.391305, 1412034650.447013, 0.055708
1412034650.447076, 1412034650.503231, 0.056155
1412034650.503330, 1412034650.558959, 0.055629
1412034650.559099, 1412034650.615297, 0.056198
1412034650.615394, 1412034650.682386, 0.066992
1412034650.682453, 1412034650.735342, 0.052889
1412034650.735448, 1412034650.791286, 0.055838
1412034650.791352, 1412034650.846689, 0.055337
1412034650.846755, 1412034650.902984, 0.056229
1412034650.903057, 1412034650.955002, 0.051945
1412034650.955074, 1412034651.011057, 0.055983
1412034651.011167, 1412034651.070987, 0.059820
1412034651.071063, 1412034651.123347, 0.052284
1412034651.123416, 1412034651.178613, 0.055197
1412034651.178677, 1412034651.234985, 0.056308
1412034651.235069, 1412034651.291352, 0.056283
1412034651.291388, 1412034651.347290, 0.055902
1412034651.347385, 1412034651.403060, 0.055675
1412034651.403103, 1412034651.463358, 0.060255
1412034651.463454, 1412034651.519491, 0.056037
1412034651.519588, 1412034651.575093, 0.055505
1412034651.575192, 1412034651.631249, 0.056057
1412034651.631345, 1412034651.687087, 0.055742
1412034651.687163, 1412034651.743302, 0.056139
1412034651.743370, 1412034651.799302, 0.055932
1412034651.799401, 1412034651.854976, 0.055575
1412034651.855081, 1412034651.911283, 0.056202
1412034651.911394, 1412034651.967061, 0.055667
1412034651.967164, 1412034652.023205, 0.056041
1412034652.023306, 1412034652.082976, 0.059670
1412034652.083059, 1412034652.135221, 0.052162
1412034652.135318, 1412034652.191216, 0.055898
1412034652.191314, 1412034652.247196, 0.055882
1412034652.247289, 1412034652.303233, 0.055944
1412034652.303325, 1412034652.358913, 0.055588
1412034652.359009, 1412034652.415074, 0.056065
1412034652.415155, 1412034652.471216, 0.056061
1412034652.471307, 1412034652.527089, 0.055782
1412034652.527155, 1412034652.583342, 0.056187
1412034652.583434, 1412034652.639170, 0.055736
1412034652.639206, 1412034652.694992, 0.055786
1412034652.695062, 1412034652.759092, 0.064030
1412034652.759184, 1412034652.860182, 0.100998
1412034652.860221, 1412034652.923355, 0.063134
1412034652.923395, 1412034652.978690, 0.055295
1412034652.978734, 1412034653.039216, 0.060482
1412034653.039255, 1412034653.095392, 0.056137
1412034653.095431, 1412034653.151419, 0.055988
1412034653.151458, 1412034653.207474, 0.056016
1412034653.207514, 1412034653.263424, 0.055910
1412034653.263463, 1412034653.319188, 0.055725
1412034653.319233, 1412034653.375548, 0.056315
1412034653.375589, 1412034653.431341, 0.055752
1412034653.431364, 1412034653.491467, 0.060103
1412034653.491491, 1412034653.551279, 0.059788
1412034653.551377, 1412034653.607368, 0.055991
1412034653.607461, 1412034653.663260, 0.055799
1412034653.663360, 1412034653.720298, 0.056938
1412034653.720368, 1412034653.775509, 0.055141
1412034653.775605, 1412034653.831301, 0.055696
1412034653.831372, 1412034653.887186, 0.055814
1412034653.887218, 1412034653.943421, 0.056203
1412034653.943515, 1412034653.999317, 0.055802
1412034653.999381, 1412034654.055172, 0.055791
1412034654.055262, 1412034654.111297, 0.056035
1412034654.111388, 1412034654.167178, 0.055790
1412034654.167237, 1412034654.223404, 0.056167
1412034654.223501, 1412034654.279088, 0.055587
1412034654.279242, 1412034654.335132, 0.055890
1412034654.335191, 1412034654.391184, 0.055993
1412034654.391225, 1412034654.447209, 0.055984
1412034654.447314, 1412034654.503116, 0.055802
1412034654.503180, 1412034654.558918, 0.055738
1412034654.559014, 1412034654.610857, 0.051843
1412034654.610953, 1412034654.663139, 0.052186
1412034654.663189, 1412034654.719093, 0.055904
1412034654.719133, 1412034654.775030, 0.055897
1412034654.775079, 1412034654.835958, 0.060879
1412034654.835997, 1412034654.891728, 0.055731
1412034654.891768, 1412034654.947016, 0.055248
1412034654.947075, 1412034655.003193, 0.056118
1412034655.003232, 1412034655.059216, 0.055984
1412034655.059255, 1412034655.115180, 0.055925
1412034655.115219, 1412034655.170929, 0.055710
1412034655.170967, 1412034655.227132, 0.056165
