starttime, endtime, elapsedtime
1412035170.986142, 1412035172.957690, 1.971548
1412035172.957777, 1412035174.979003, 2.021226
1412035174.979193, 1412035177.205092, 2.225899
1412035177.205180, 1412035179.437460, 2.232280
1412035179.437524, 1412035181.385506, 1.947982
1412035181.385609, 1412035183.699970, 2.314361
1412035183.700073, 1412035185.652798, 1.952725
1412035185.652902, 1412035187.614508, 1.961606
1412035187.614620, 1412035189.943579, 2.328959
1412035189.943685, 1412035191.893196, 1.949511
1412035216.958853, 1412035218.926332, 1.967479
1412035218.926442, 1412035221.405060, 2.478618
1412035221.405172, 1412035223.349000, 1.943828
1412035223.349084, 1412035225.290547, 1.941463
1412035225.290636, 1412035227.373418, 2.082782
1412035227.373499, 1412035229.321572, 1.948073
1412035229.321657, 1412035231.278122, 1.956465
1412035231.278183, 1412035233.222520, 1.944337
1412035233.222586, 1412035235.176008, 1.953422
1412035235.176136, 1412035237.116264, 1.940128
1412035260.479959, 1412035263.045145, 2.565186
1412035263.045250, 1412035265.001748, 1.956498
1412035265.001855, 1412035266.948589, 1.946734
1412035266.948694, 1412035269.197167, 2.248473
1412035269.197274, 1412035271.139937, 1.942663
1412035271.140031, 1412035273.079210, 1.939179
1412035273.079313, 1412035275.022603, 1.943290
1412035275.022706, 1412035276.973987, 1.951281
1412035276.974071, 1412035279.476770, 2.502699
1412035279.476822, 1412035281.442427, 1.965605
1412035304.438807, 1412035306.552353, 2.113546
1412035306.552477, 1412035309.220553, 2.668076
1412035309.220659, 1412035311.721272, 2.500613
1412035311.721304, 1412035313.669969, 1.948665
1412035313.670004, 1412035315.626658, 1.956654
1412035315.626764, 1412035317.757527, 2.130763
1412035317.757662, 1412035319.716280, 1.958618
1412035319.716408, 1412035321.658358, 1.941950
1412035321.658463, 1412035324.768126, 3.109663
1412035324.768249, 1412035326.712008, 1.943759
1412035355.525463, 1412035357.509353, 1.983890
1412035357.509461, 1412035360.163270, 2.653809
1412035360.163378, 1412035362.099849, 1.936471
1412035362.099966, 1412035364.054608, 1.954642
1412035364.054715, 1412035366.013330, 1.958615
1412035366.013420, 1412035367.956665, 1.943245
1412035367.956756, 1412035369.910977, 1.954221
1412035369.911210, 1412035371.863458, 1.952248
1412035371.863536, 1412035373.818759, 1.955223
1412035373.818868, 1412035375.762150, 1.943282
1412035397.737498, 1412035400.154314, 2.416816
1412035400.154438, 1412035402.106247, 1.951809
1412035402.106357, 1412035405.238037, 3.131680
1412035405.238147, 1412035407.196836, 1.958689
1412035407.196947, 1412035409.310072, 2.113125
1412035409.310146, 1412035411.261380, 1.951234
1412035411.261487, 1412035413.227179, 1.965692
1412035413.227283, 1412035415.633670, 2.406387
1412035415.633759, 1412035417.577786, 1.944027
1412035417.577869, 1412035419.538108, 1.960239
1412035442.968022, 1412035445.512875, 2.544853
1412035445.512961, 1412035447.456571, 1.943610
1412035447.456661, 1412035449.408348, 1.951687
1412035449.408459, 1412035451.346554, 1.938095
1412035451.346622, 1412035453.296173, 1.949551
1412035453.296254, 1412035455.249489, 1.953235
1412035455.249565, 1412035457.595692, 2.346127
1412035457.595810, 1412035459.552263, 1.956453
1412035459.552386, 1412035461.510016, 1.957630
1412035461.510051, 1412035464.273332, 2.763281
1412035486.471349, 1412035488.443811, 1.972462
1412035488.443915, 1412035490.386671, 1.942756
1412035490.386746, 1412035492.329383, 1.942637
1412035492.329459, 1412035494.288997, 1.959538
1412035494.289103, 1412035496.802026, 2.512923
1412035496.802111, 1412035498.752603, 1.950492
1412035498.752712, 1412035500.696624, 1.943912
1412035500.696743, 1412035503.168234, 2.471491
1412035503.168343, 1412035505.127428, 1.959085
1412035505.127544, 1412035507.096000, 1.968456
1412035530.457095, 1412035532.425160, 1.968065
1412035532.425267, 1412035534.805861, 2.380594
1412035534.805951, 1412035536.750130, 1.944179
1412035536.750196, 1412035539.340791, 2.590595
1412035539.340878, 1412035541.289309, 1.948431
1412035541.289345, 1412035543.235366, 1.946021
1412035543.235471, 1412035545.181192, 1.945721
1412035545.181272, 1412035547.138682, 1.957410
1412035547.138761, 1412035549.457395, 2.318634
1412035549.457483, 1412035551.400285, 1.942802
1412035575.536355, 1412035577.909777, 2.373422
1412035577.909863, 1412035579.865057, 1.955194
1412035579.865143, 1412035581.921507, 2.056364
1412035581.921615, 1412035584.240830, 2.319215
1412035584.240936, 1412035586.185127, 1.944191
1412035586.185268, 1412035588.137282, 1.952014
1412035588.137391, 1412035590.090325, 1.952934
1412035590.090411, 1412035592.050113, 1.959702
1412035592.050222, 1412035593.997696, 1.947474
1412035593.997806, 1412035595.941346, 1.943540
