starttime, endtime, elapsedtime
1412034777.311699, 1412034777.417685, 0.105986
1412034777.417798, 1412034777.525812, 0.108014
1412034777.525928, 1412034777.631487, 0.105559
1412034777.631542, 1412034777.738444, 0.106902
1412034777.738489, 1412034777.843493, 0.105004
1412034777.843608, 1412034777.952092, 0.108484
1412034777.952198, 1412034778.058915, 0.106717
1412034778.059052, 1412034778.165252, 0.106200
1412034778.165340, 1412034778.271474, 0.106134
1412034778.271592, 1412034778.377380, 0.105788
1412034778.377502, 1412034778.485259, 0.107757
1412034778.485380, 1412034778.589972, 0.104592
1412034778.590103, 1412034778.695778, 0.105675
1412034778.695888, 1412034778.805294, 0.109406
1412034778.805378, 1412034778.911815, 0.106437
1412034778.911939, 1412034779.018088, 0.106149
1412034779.018202, 1412034779.124904, 0.106702
1412034779.125025, 1412034779.230386, 0.105361
1412034779.230472, 1412034779.336610, 0.106138
1412034779.336725, 1412034779.442612, 0.105887
1412034779.442714, 1412034779.549539, 0.106825
1412034779.549653, 1412034779.657202, 0.107549
1412034779.657322, 1412034779.763929, 0.106607
1412034779.764054, 1412034779.871365, 0.107311
1412034779.871416, 1412034779.976298, 0.104882
1412034779.976419, 1412034780.081822, 0.105403
1412034780.081944, 1412034780.186849, 0.104905
1412034780.186952, 1412034780.292235, 0.105283
1412034780.292287, 1412034780.397827, 0.105540
1412034780.397917, 1412034780.504156, 0.106239
1412034780.504273, 1412034780.610606, 0.106333
1412034780.610718, 1412034780.716430, 0.105712
1412034780.716551, 1412034780.821661, 0.105110
1412034780.821761, 1412034780.930494, 0.108733
1412034780.930614, 1412034781.035953, 0.105339
1412034781.036045, 1412034781.141076, 0.105031
1412034781.141195, 1412034781.248556, 0.107361
1412034781.248670, 1412034781.355438, 0.106768
1412034781.355556, 1412034781.462823, 0.107267
1412034781.462910, 1412034781.569587, 0.106677
1412034781.569703, 1412034781.677135, 0.107432
1412034781.677250, 1412034781.782659, 0.105409
1412034781.782779, 1412034781.889385, 0.106606
1412034781.889499, 1412034781.996908, 0.107409
1412034781.996982, 1412034782.102818, 0.105836
1412034782.102935, 1412034782.209586, 0.106651
1412034782.209696, 1412034782.317157, 0.107461
1412034782.317276, 1412034782.424203, 0.106927
1412034782.424316, 1412034782.531851, 0.107535
1412034782.531969, 1412034782.638903, 0.106934
1412034782.639017, 1412034782.745736, 0.106719
1412034782.745820, 1412034782.852878, 0.107058
1412034782.852960, 1412034782.957627, 0.104667
1412034782.957697, 1412034783.064828, 0.107131
1412034783.064919, 1412034783.171824, 0.106905
1412034783.171955, 1412034783.278601, 0.106646
1412034783.278686, 1412034783.385492, 0.106806
1412034783.385582, 1412034783.492344, 0.106762
1412034783.492471, 1412034783.598246, 0.105775
1412034783.598366, 1412034783.702968, 0.104602
1412034783.703046, 1412034783.809738, 0.106692
1412034783.809827, 1412034783.916133, 0.106306
1412034783.916258, 1412034784.021117, 0.104859
1412034784.021237, 1412034784.130413, 0.109176
1412034784.130504, 1412034784.236343, 0.105839
1412034784.236459, 1412034784.342143, 0.105684
1412034784.342203, 1412034784.449117, 0.106914
1412034784.449177, 1412034784.556504, 0.107327
1412034784.556565, 1412034784.661816, 0.105251
1412034784.661859, 1412034784.767330, 0.105471
1412034784.767384, 1412034784.874213, 0.106829
1412034784.874276, 1412034784.981255, 0.106979
1412034784.981315, 1412034785.088230, 0.106915
1412034785.088292, 1412034785.197406, 0.109114
1412034785.197526, 1412034785.304798, 0.107272
1412034785.304914, 1412034785.411994, 0.107080
1412034785.412110, 1412034785.520122, 0.108012
1412034785.520234, 1412034785.626809, 0.106575
1412034785.626866, 1412034785.733152, 0.106286
1412034785.733241, 1412034785.840046, 0.106805
1412034785.840157, 1412034785.946888, 0.106731
1412034785.946941, 1412034786.053535, 0.106594
1412034786.053649, 1412034786.159618, 0.105969
1412034786.159748, 1412034786.276074, 0.116326
1412034786.276158, 1412034786.382919, 0.106761
1412034786.383041, 1412034786.489267, 0.106226
1412034786.489382, 1412034786.596576, 0.107194
1412034786.596689, 1412034786.701746, 0.105057
1412034786.701840, 1412034786.806294, 0.104454
1412034786.806387, 1412034786.913263, 0.106876
1412034786.913346, 1412034787.019954, 0.106608
1412034787.020069, 1412034787.127015, 0.106946
1412034787.127160, 1412034787.233669, 0.106509
1412034787.233787, 1412034787.348175, 0.114388
1412034787.348269, 1412034787.454238, 0.105969
1412034787.454344, 1412034787.561560, 0.107216
1412034787.561676, 1412034787.669114, 0.107438
1412034787.669236, 1412034787.775798, 0.106562
1412034787.775922, 1412034787.883415, 0.107493
1412034787.883469, 1412034787.989702, 0.106233
