starttime, endtime, elapsedtime
1412034356.487254, 1412034356.490171, 0.002917
1412034356.490303, 1412034356.492290, 0.001987
1412034356.492371, 1412034356.493720, 0.001349
1412034356.493776, 1412034356.495234, 0.001458
1412034356.495299, 1412034356.496562, 0.001263
1412034356.496640, 1412034356.497920, 0.001280
1412034356.498001, 1412034356.499482, 0.001481
1412034356.499560, 1412034356.500841, 0.001281
1412034356.500920, 1412034356.502203, 0.001283
1412034356.502279, 1412034356.503753, 0.001474
1412034356.503805, 1412034356.505107, 0.001302
1412034356.505186, 1412034356.506461, 0.001275
1412034356.506519, 1412034356.507924, 0.001405
1412034356.507998, 1412034356.509257, 0.001259
1412034356.509331, 1412034356.510601, 0.001270
1412034356.510657, 1412034356.512124, 0.001467
1412034356.512209, 1412034356.513618, 0.001409
1412034356.513674, 1412034356.515010, 0.001336
1412034356.515184, 1412034356.516463, 0.001279
1412034356.516516, 1412034356.517801, 0.001285
1412034356.517858, 1412034356.519301, 0.001443
1412034356.519379, 1412034356.520688, 0.001309
1412034356.520767, 1412034356.522039, 0.001272
1412034356.522117, 1412034356.523607, 0.001490
1412034356.523667, 1412034356.525085, 0.001418
1412034356.525165, 1412034356.526453, 0.001288
1412034356.526507, 1412034356.527949, 0.001442
1412034356.528052, 1412034356.529353, 0.001301
1412034356.529431, 1412034356.530752, 0.001321
1412034356.530805, 1412034356.532319, 0.001514
1412034356.532396, 1412034356.533720, 0.001324
1412034356.533796, 1412034356.535384, 0.001588
1412034356.535463, 1412034356.536779, 0.001316
1412034356.536839, 1412034356.538138, 0.001299
1412034356.538193, 1412034356.539618, 0.001425
1412034356.539695, 1412034356.540988, 0.001293
1412034356.541068, 1412034356.542370, 0.001302
1412034356.542431, 1412034356.543859, 0.001428
1412034356.543914, 1412034356.545344, 0.001430
1412034356.545423, 1412034356.546709, 0.001286
1412034356.546766, 1412034356.548243, 0.001477
1412034356.548320, 1412034356.549598, 0.001278
1412034356.549679, 1412034356.550963, 0.001284
1412034356.551018, 1412034356.552409, 0.001391
1412034356.552474, 1412034356.553746, 0.001272
1412034356.553797, 1412034356.555254, 0.001457
1412034356.555321, 1412034356.556585, 0.001264
1412034356.556664, 1412034356.557959, 0.001295
1412034356.558041, 1412034356.559529, 0.001488
1412034356.559608, 1412034356.560891, 0.001283
1412034356.560965, 1412034356.562239, 0.001274
1412034356.562292, 1412034356.563757, 0.001465
1412034356.563812, 1412034356.565267, 0.001455
1412034356.565343, 1412034356.566642, 0.001299
1412034356.566721, 1412034356.568189, 0.001468
1412034356.568267, 1412034356.569569, 0.001302
1412034356.569648, 1412034356.570964, 0.001316
1412034356.571143, 1412034356.572441, 0.001298
1412034356.572516, 1412034356.573790, 0.001274
1412034356.573846, 1412034356.575321, 0.001475
1412034356.575400, 1412034356.576693, 0.001293
1412034356.576769, 1412034356.578065, 0.001296
1412034356.578145, 1412034356.579608, 0.001463
1412034356.579687, 1412034356.580990, 0.001303
1412034356.581044, 1412034356.582396, 0.001352
1412034356.582449, 1412034356.583879, 0.001430
1412034356.583939, 1412034356.585295, 0.001356
1412034356.585358, 1412034356.586678, 0.001320
1412034356.586758, 1412034356.588228, 0.001470
1412034356.588307, 1412034356.589602, 0.001295
1412034356.589685, 1412034356.590985, 0.001300
1412034356.591180, 1412034356.592465, 0.001285
1412034356.592543, 1412034356.593848, 0.001305
1412034356.593930, 1412034356.595506, 0.001576
1412034356.595659, 1412034356.596965, 0.001306
1412034356.597018, 1412034356.598322, 0.001304
1412034356.598378, 1412034356.599816, 0.001438
1412034356.599898, 1412034356.601192, 0.001294
1412034356.601274, 1412034356.602563, 0.001289
1412034356.602639, 1412034356.604095, 0.001456
1412034356.604153, 1412034356.605499, 0.001346
1412034356.605552, 1412034356.606841, 0.001289
1412034356.606898, 1412034356.608481, 0.001583
1412034356.608617, 1412034356.609990, 0.001373
1412034356.610044, 1412034356.611507, 0.001463
1412034356.611562, 1412034356.612841, 0.001279
1412034356.612908, 1412034356.614192, 0.001284
1412034356.614246, 1412034356.615723, 0.001477
1412034356.615910, 1412034356.617198, 0.001288
1412034356.617274, 1412034356.618552, 0.001278
1412034356.618630, 1412034356.620099, 0.001469
1412034356.620155, 1412034356.621431, 0.001276
1412034356.621487, 1412034356.622768, 0.001281
1412034356.622824, 1412034356.624284, 0.001460
1412034356.624340, 1412034356.625653, 0.001313
1412034356.625704, 1412034356.627018, 0.001314
1412034356.627187, 1412034356.628463, 0.001276
1412034356.628520, 1412034356.629789, 0.001269
1412034356.629839, 1412034356.631291, 0.001452
1412034356.631343, 1412034356.632611, 0.001268
