starttime, endtime, elapsedtime
1412034347.849054, 1412034347.849163, 0.000109
1412034347.849312, 1412034347.849385, 0.000073
1412034347.849441, 1412034347.849512, 0.000071
1412034347.849563, 1412034347.849633, 0.000070
1412034347.849705, 1412034347.849775, 0.000070
1412034347.849843, 1412034347.849917, 0.000074
1412034347.849953, 1412034347.850024, 0.000071
1412034347.850095, 1412034347.850164, 0.000069
1412034347.850245, 1412034347.850315, 0.000070
1412034347.850399, 1412034347.850467, 0.000068
1412034347.850544, 1412034347.850613, 0.000069
1412034347.850693, 1412034347.850773, 0.000080
1412034347.850841, 1412034347.850910, 0.000069
1412034347.850947, 1412034347.851016, 0.000069
1412034347.851231, 1412034347.851308, 0.000077
1412034347.851402, 1412034347.851481, 0.000079
1412034347.851582, 1412034347.851653, 0.000071
1412034347.851779, 1412034347.851849, 0.000070
1412034347.851937, 1412034347.852006, 0.000069
1412034347.852120, 1412034347.852188, 0.000068
1412034347.852262, 1412034347.852330, 0.000068
1412034347.852394, 1412034347.852462, 0.000068
1412034347.852526, 1412034347.852594, 0.000068
1412034347.852657, 1412034347.852726, 0.000069
1412034347.852789, 1412034347.852859, 0.000070
1412034347.852929, 1412034347.852998, 0.000069
1412034347.853069, 1412034347.853138, 0.000069
1412034347.853207, 1412034347.853276, 0.000069
1412034347.853344, 1412034347.853412, 0.000068
1412034347.853481, 1412034347.853551, 0.000070
1412034347.853620, 1412034347.853689, 0.000069
1412034347.853752, 1412034347.853826, 0.000074
1412034347.853891, 1412034347.853962, 0.000071
1412034347.854031, 1412034347.854100, 0.000069
1412034347.854170, 1412034347.854240, 0.000070
1412034347.854306, 1412034347.854375, 0.000069
1412034347.854446, 1412034347.854515, 0.000069
1412034347.854584, 1412034347.854654, 0.000070
1412034347.854723, 1412034347.854793, 0.000070
1412034347.854863, 1412034347.854933, 0.000070
1412034347.855015, 1412034347.855229, 0.000214
1412034347.855298, 1412034347.855368, 0.000070
1412034347.855437, 1412034347.855506, 0.000069
1412034347.855576, 1412034347.855646, 0.000070
1412034347.855716, 1412034347.855787, 0.000071
1412034347.855856, 1412034347.855926, 0.000070
1412034347.855991, 1412034347.856061, 0.000070
1412034347.856127, 1412034347.856201, 0.000074
1412034347.856250, 1412034347.856322, 0.000072
1412034347.856392, 1412034347.856462, 0.000070
1412034347.856532, 1412034347.856601, 0.000069
1412034347.856671, 1412034347.856740, 0.000069
1412034347.856810, 1412034347.856880, 0.000070
1412034347.856949, 1412034347.857030, 0.000081
1412034347.857096, 1412034347.857167, 0.000071
1412034347.857235, 1412034347.857305, 0.000070
1412034347.857372, 1412034347.857442, 0.000070
1412034347.857512, 1412034347.857582, 0.000070
1412034347.857652, 1412034347.857721, 0.000069
1412034347.857792, 1412034347.857862, 0.000070
1412034347.857930, 1412034347.858000, 0.000070
1412034347.858063, 1412034347.858132, 0.000069
1412034347.858202, 1412034347.858272, 0.000070
1412034347.858338, 1412034347.858414, 0.000076
1412034347.858485, 1412034347.858556, 0.000071
1412034347.858624, 1412034347.858695, 0.000071
1412034347.858764, 1412034347.858834, 0.000070
1412034347.858903, 1412034347.858973, 0.000070
1412034347.859207, 1412034347.859284, 0.000077
1412034347.859310, 1412034347.859361, 0.000051
1412034347.859385, 1412034347.859432, 0.000047
1412034347.859455, 1412034347.859502, 0.000047
1412034347.859526, 1412034347.859574, 0.000048
1412034347.859599, 1412034347.859645, 0.000046
1412034347.859669, 1412034347.859715, 0.000046
1412034347.859739, 1412034347.859785, 0.000046
1412034347.859809, 1412034347.859855, 0.000046
1412034347.859879, 1412034347.859925, 0.000046
1412034347.859949, 1412034347.859995, 0.000046
1412034347.860018, 1412034347.860069, 0.000051
1412034347.860093, 1412034347.860140, 0.000047
1412034347.860163, 1412034347.860210, 0.000047
1412034347.860234, 1412034347.860280, 0.000046
1412034347.860304, 1412034347.860351, 0.000047
1412034347.860374, 1412034347.860421, 0.000047
1412034347.860444, 1412034347.860491, 0.000047
1412034347.860514, 1412034347.860561, 0.000047
1412034347.860584, 1412034347.860631, 0.000047
1412034347.860654, 1412034347.860701, 0.000047
1412034347.860725, 1412034347.860772, 0.000047
1412034347.860795, 1412034347.860843, 0.000048
1412034347.860866, 1412034347.860913, 0.000047
1412034347.860937, 1412034347.860983, 0.000046
1412034347.861007, 1412034347.861054, 0.000047
1412034347.861077, 1412034347.861124, 0.000047
1412034347.861147, 1412034347.861205, 0.000058
1412034347.861343, 1412034347.861398, 0.000055
1412034347.861422, 1412034347.861469, 0.000047
1412034347.861492, 1412034347.861540, 0.000048
1412034347.861563, 1412034347.861610, 0.000047
