starttime, endtime, elapsedtime
1412034642.958380, 1412034643.043453, 0.085073
1412034643.043555, 1412034643.107197, 0.063642
1412034643.107286, 1412034643.171182, 0.063896
1412034643.171225, 1412034643.235161, 0.063936
1412034643.235257, 1412034643.299309, 0.064052
1412034643.299406, 1412034643.363031, 0.063625
1412034643.363084, 1412034643.427576, 0.064492
1412034643.427678, 1412034643.491021, 0.063343
1412034643.491079, 1412034643.555282, 0.064203
1412034643.555380, 1412034643.619237, 0.063857
1412034643.619333, 1412034643.683206, 0.063873
1412034643.683248, 1412034643.747187, 0.063939
1412034643.747248, 1412034643.811194, 0.063946
1412034643.811297, 1412034643.875482, 0.064185
1412034643.875509, 1412034643.939338, 0.063829
1412034643.939364, 1412034644.003356, 0.063992
1412034644.003457, 1412034644.067584, 0.064127
1412034644.067664, 1412034644.131083, 0.063419
1412034644.131158, 1412034644.195146, 0.063988
1412034644.195215, 1412034644.259218, 0.064003
1412034644.259331, 1412034644.322939, 0.063608
1412034644.323007, 1412034644.387357, 0.064350
1412034644.387476, 1412034644.451176, 0.063700
1412034644.451222, 1412034644.514713, 0.063491
1412034644.514789, 1412034644.579484, 0.064695
1412034644.579584, 1412034644.643108, 0.063524
1412034644.643163, 1412034644.707128, 0.063965
1412034644.707196, 1412034644.770806, 0.063610
1412034644.770909, 1412034644.835314, 0.064405
1412034644.835413, 1412034644.899325, 0.063912
1412034644.899427, 1412034644.963512, 0.064085
1412034644.963625, 1412034645.027169, 0.063544
1412034645.027270, 1412034645.091275, 0.064005
1412034645.091374, 1412034645.155432, 0.064058
1412034645.155534, 1412034645.219347, 0.063813
1412034645.219418, 1412034645.283431, 0.064013
1412034645.283531, 1412034645.347174, 0.063643
1412034645.347270, 1412034645.411318, 0.064048
1412034645.411417, 1412034645.475458, 0.064041
1412034645.475555, 1412034645.539455, 0.063900
1412034645.539555, 1412034645.603448, 0.063893
1412034645.603544, 1412034645.667229, 0.063685
1412034645.667318, 1412034645.731363, 0.064045
1412034645.731464, 1412034645.795103, 0.063639
1412034645.795230, 1412034645.858892, 0.063662
1412034645.858990, 1412034645.923210, 0.064220
1412034645.923280, 1412034645.987246, 0.063966
1412034645.987345, 1412034646.051443, 0.064098
1412034646.051539, 1412034646.115120, 0.063581
1412034646.115227, 1412034646.179101, 0.063874
1412034646.179200, 1412034646.243271, 0.064071
1412034646.243371, 1412034646.307568, 0.064197
1412034646.307665, 1412034646.371244, 0.063579
1412034646.371341, 1412034646.435453, 0.064112
1412034646.435550, 1412034646.498971, 0.063421
1412034646.498997, 1412034646.563171, 0.064174
1412034646.563195, 1412034646.627305, 0.064110
1412034646.627332, 1412034646.691059, 0.063727
1412034646.691162, 1412034646.755448, 0.064286
1412034646.755474, 1412034646.819249, 0.063775
1412034646.819275, 1412034646.882897, 0.063622
1412034646.882986, 1412034646.947268, 0.064282
1412034646.947379, 1412034647.011579, 0.064200
1412034647.011674, 1412034647.075053, 0.063379
1412034647.075163, 1412034647.143425, 0.068262
1412034647.143521, 1412034647.207304, 0.063783
1412034647.207374, 1412034647.271371, 0.063997
1412034647.271471, 1412034647.335285, 0.063814
1412034647.335380, 1412034647.399238, 0.063858
1412034647.399341, 1412034647.462927, 0.063586
1412034647.463063, 1412034647.527494, 0.064431
1412034647.527595, 1412034647.591154, 0.063559
1412034647.591219, 1412034647.655294, 0.064075
1412034647.655321, 1412034647.719532, 0.064211
1412034647.719630, 1412034647.887539, 0.167909
1412034647.887636, 1412034647.951286, 0.063650
1412034647.951383, 1412034648.015031, 0.063648
1412034648.015156, 1412034648.079462, 0.064306
1412034648.079564, 1412034648.143884, 0.064320
1412034648.143985, 1412034648.207182, 0.063197
1412034648.207225, 1412034648.271181, 0.063956
1412034648.271259, 1412034648.335004, 0.063745
1412034648.335140, 1412034648.399577, 0.064437
1412034648.399692, 1412034648.463630, 0.063938
1412034648.463730, 1412034648.527143, 0.063413
1412034648.527224, 1412034648.591577, 0.064353
1412034648.591674, 1412034648.655263, 0.063589
1412034648.655288, 1412034648.719745, 0.064457
1412034648.719841, 1412034648.783605, 0.063764
1412034648.783632, 1412034648.847417, 0.063785
1412034648.847443, 1412034648.911420, 0.063977
1412034648.911446, 1412034648.975077, 0.063631
1412034648.975228, 1412034649.039305, 0.064077
1412034649.039403, 1412034649.103616, 0.064213
1412034649.103716, 1412034649.167286, 0.063570
1412034649.167356, 1412034649.231016, 0.063660
1412034649.231159, 1412034649.295691, 0.064532
1412034649.295788, 1412034649.359085, 0.063297
1412034649.359186, 1412034649.422970, 0.063784
1412034649.423208, 1412034649.487240, 0.064032
