starttime, endtime, elapsedtime
1412029306.776109, 1412029306.776317, 0.000208
1412034194.229669, 1412034194.229785, 0.000116
1412034353.389456, 1412034353.389532, 0.000076
1412034353.389561, 1412034353.389624, 0.000063
1412034353.389644, 1412034353.389707, 0.000063
1412034353.389725, 1412034353.389786, 0.000061
1412034353.389805, 1412034353.389864, 0.000059
1412034353.389883, 1412034353.389944, 0.000061
1412034353.389962, 1412034353.390024, 0.000062
1412034353.390043, 1412034353.390104, 0.000061
1412034353.390122, 1412034353.390185, 0.000063
1412034353.390204, 1412034353.390266, 0.000062
1412034353.390284, 1412034353.390344, 0.000060
1412034353.390362, 1412034353.390420, 0.000058
1412034353.390438, 1412034353.390499, 0.000061
1412034353.390518, 1412034353.390579, 0.000061
1412034353.390597, 1412034353.390657, 0.000060
1412034353.390675, 1412034353.390734, 0.000059
1412034353.390753, 1412034353.390813, 0.000060
1412034353.390832, 1412034353.390894, 0.000062
1412034353.390912, 1412034353.390972, 0.000060
1412034353.390990, 1412034353.391058, 0.000068
1412034353.391077, 1412034353.391158, 0.000081
1412034353.391188, 1412034353.391256, 0.000068
1412034353.391275, 1412034353.391336, 0.000061
1412034353.391353, 1412034353.391415, 0.000062
1412034353.391433, 1412034353.391494, 0.000061
1412034353.391512, 1412034353.391571, 0.000059
1412034353.391590, 1412034353.391650, 0.000060
1412034353.391668, 1412034353.391729, 0.000061
1412034353.391746, 1412034353.391807, 0.000061
1412034353.391825, 1412034353.391887, 0.000062
1412034353.391905, 1412034353.391965, 0.000060
1412034353.391984, 1412034353.392043, 0.000059
1412034353.392061, 1412034353.392121, 0.000060
1412034353.392140, 1412034353.392199, 0.000059
1412034353.392216, 1412034353.392275, 0.000059
1412034353.392293, 1412034353.392353, 0.000060
1412034353.392372, 1412034353.392432, 0.000060
1412034353.392451, 1412034353.392509, 0.000058
1412034353.392528, 1412034353.392586, 0.000058
1412034353.392604, 1412034353.392665, 0.000061
1412034353.392683, 1412034353.392741, 0.000058
1412034353.392759, 1412034353.392819, 0.000060
1412034353.392837, 1412034353.392897, 0.000060
1412034353.392915, 1412034353.392975, 0.000060
1412034353.392994, 1412034353.393052, 0.000058
1412034353.393070, 1412034353.393128, 0.000058
1412034353.393147, 1412034353.393206, 0.000059
1412034353.393225, 1412034353.393285, 0.000060
1412034353.393303, 1412034353.393363, 0.000060
1412034353.393382, 1412034353.393441, 0.000059
1412034353.393460, 1412034353.393520, 0.000060
1412034353.393537, 1412034353.393597, 0.000060
1412034353.393616, 1412034353.393675, 0.000059
1412034353.393694, 1412034353.393753, 0.000059
1412034353.393771, 1412034353.393829, 0.000058
1412034353.393848, 1412034353.393907, 0.000059
1412034353.393925, 1412034353.393985, 0.000060
1412034353.394003, 1412034353.394063, 0.000060
1412034353.394081, 1412034353.394141, 0.000060
1412034353.394159, 1412034353.394218, 0.000059
1412034353.394237, 1412034353.394296, 0.000059
1412034353.394314, 1412034353.394374, 0.000060
1412034353.394392, 1412034353.394452, 0.000060
1412034353.394470, 1412034353.394529, 0.000059
1412034353.394547, 1412034353.394605, 0.000058
1412034353.394623, 1412034353.394683, 0.000060
1412034353.394701, 1412034353.394761, 0.000060
1412034353.394779, 1412034353.394839, 0.000060
1412034353.394857, 1412034353.394917, 0.000060
1412034353.394935, 1412034353.394994, 0.000059
1412034353.395012, 1412034353.395191, 0.000179
1412034353.395211, 1412034353.395274, 0.000063
1412034353.395293, 1412034353.395353, 0.000060
1412034353.395385, 1412034353.395447, 0.000062
1412034353.395487, 1412034353.395550, 0.000063
1412034353.395643, 1412034353.395709, 0.000066
1412034353.395791, 1412034353.395858, 0.000067
1412034353.395940, 1412034353.396004, 0.000064
1412034353.396089, 1412034353.396153, 0.000064
1412034353.396237, 1412034353.396301, 0.000064
1412034353.396354, 1412034353.396417, 0.000063
1412034353.396505, 1412034353.396570, 0.000065
1412034353.396619, 1412034353.396682, 0.000063
1412034353.396729, 1412034353.396792, 0.000063
1412034353.396822, 1412034353.396886, 0.000064
1412034353.396917, 1412034353.396981, 0.000064
1412034353.397052, 1412034353.397116, 0.000064
1412034353.397195, 1412034353.397257, 0.000062
1412034353.397337, 1412034353.397403, 0.000066
1412034353.397480, 1412034353.397543, 0.000063
1412034353.397622, 1412034353.397685, 0.000063
1412034353.397763, 1412034353.397827, 0.000064
1412034353.397905, 1412034353.397968, 0.000063
1412034353.398048, 1412034353.398111, 0.000063
1412034353.398190, 1412034353.398254, 0.000064
1412034353.398333, 1412034353.398395, 0.000062
1412034353.398476, 1412034353.398537, 0.000061
1412034353.398619, 1412034353.398682, 0.000063
1412034353.398728, 1412034353.398791, 0.000063
1412034353.398837, 1412034353.398900, 0.000063
