starttime, endtime, elapsedtime
1412034365.389781, 1412034365.390318, 0.000537
1412034365.390386, 1412034365.390875, 0.000489
1412034365.390946, 1412034365.391469, 0.000523
1412034365.391564, 1412034365.392051, 0.000487
1412034365.392149, 1412034365.392660, 0.000511
1412034365.392728, 1412034365.393202, 0.000474
1412034365.393272, 1412034365.393685, 0.000413
1412034365.393757, 1412034365.394168, 0.000411
1412034365.394238, 1412034365.394724, 0.000486
1412034365.394792, 1412034365.395265, 0.000473
1412034365.395361, 1412034365.395917, 0.000556
1412034365.395942, 1412034365.396427, 0.000485
1412034365.396450, 1412034365.396940, 0.000490
1412034365.396963, 1412034365.397469, 0.000506
1412034365.397492, 1412034365.397962, 0.000470
1412034365.397986, 1412034365.398484, 0.000498
1412034365.398508, 1412034365.398997, 0.000489
1412034365.399129, 1412034365.399583, 0.000454
1412034365.399653, 1412034365.400127, 0.000474
1412034365.400201, 1412034365.400679, 0.000478
1412034365.400753, 1412034365.401227, 0.000474
1412034365.401294, 1412034365.401766, 0.000472
1412034365.401836, 1412034365.402317, 0.000481
1412034365.402418, 1412034365.402897, 0.000479
1412034365.402994, 1412034365.403464, 0.000470
1412034365.403537, 1412034365.404008, 0.000471
1412034365.404126, 1412034365.404614, 0.000488
1412034365.404715, 1412034365.405187, 0.000472
1412034365.405283, 1412034365.405763, 0.000480
1412034365.405865, 1412034365.406351, 0.000486
1412034365.406448, 1412034365.406934, 0.000486
1412034365.407002, 1412034365.407480, 0.000478
1412034365.407547, 1412034365.408010, 0.000463
1412034365.408082, 1412034365.408555, 0.000473
1412034365.408625, 1412034365.409045, 0.000420
1412034365.409113, 1412034365.409601, 0.000488
1412034365.409674, 1412034365.410094, 0.000420
1412034365.410159, 1412034365.410580, 0.000421
1412034365.410651, 1412034365.411080, 0.000429
1412034365.411130, 1412034365.411559, 0.000429
1412034365.411624, 1412034365.412491, 0.000867
1412034365.412559, 1412034365.413059, 0.000500
1412034365.413131, 1412034365.413674, 0.000543
1412034365.413744, 1412034365.414288, 0.000544
1412034365.414355, 1412034365.414862, 0.000507
1412034365.414934, 1412034365.415569, 0.000635
1412034365.415641, 1412034365.416144, 0.000503
1412034365.416214, 1412034365.416736, 0.000522
1412034365.416808, 1412034365.417328, 0.000520
1412034365.417396, 1412034365.417911, 0.000515
1412034365.417982, 1412034365.418497, 0.000515
1412034365.418569, 1412034365.419121, 0.000552
1412034365.419163, 1412034365.419703, 0.000540
1412034365.419789, 1412034365.420304, 0.000515
1412034365.420378, 1412034365.420897, 0.000519
1412034365.420983, 1412034365.421500, 0.000517
1412034365.421577, 1412034365.422064, 0.000487
1412034365.422138, 1412034365.422652, 0.000514
1412034365.422744, 1412034365.423319, 0.000575
1412034365.423391, 1412034365.423947, 0.000556
1412034365.424024, 1412034365.424542, 0.000518
1412034365.424616, 1412034365.425180, 0.000564
1412034365.425243, 1412034365.425768, 0.000525
1412034365.425835, 1412034365.426398, 0.000563
1412034365.426467, 1412034365.426992, 0.000525
1412034365.427108, 1412034365.427676, 0.000568
1412034365.427743, 1412034365.428280, 0.000537
1412034365.428352, 1412034365.428877, 0.000525
1412034365.428944, 1412034365.429469, 0.000525
1412034365.429540, 1412034365.430109, 0.000569
1412034365.430181, 1412034365.430696, 0.000515
1412034365.430794, 1412034365.431388, 0.000594
1412034365.431457, 1412034365.431986, 0.000529
1412034365.432058, 1412034365.432573, 0.000515
1412034365.432637, 1412034365.433206, 0.000569
1412034365.433272, 1412034365.433853, 0.000581
1412034365.433919, 1412034365.434495, 0.000576
1412034365.434562, 1412034365.435178, 0.000616
1412034365.435272, 1412034365.435788, 0.000516
1412034365.435855, 1412034365.436381, 0.000526
1412034365.436452, 1412034365.436955, 0.000503
1412034365.437026, 1412034365.437537, 0.000511
1412034365.437603, 1412034365.438135, 0.000532
1412034365.438201, 1412034365.438727, 0.000526
1412034365.438801, 1412034365.439323, 0.000522
1412034365.439417, 1412034365.439999, 0.000582
1412034365.440068, 1412034365.440615, 0.000547
1412034365.440683, 1412034365.441261, 0.000578
1412034365.441335, 1412034365.441880, 0.000545
1412034365.441951, 1412034365.442483, 0.000532
1412034365.442609, 1412034365.443290, 0.000681
1412034365.443355, 1412034365.443998, 0.000643
1412034365.444068, 1412034365.444633, 0.000565
1412034365.444716, 1412034365.445307, 0.000591
1412034365.445379, 1412034365.445921, 0.000542
1412034365.445986, 1412034365.446572, 0.000586
1412034365.446637, 1412034365.447189, 0.000552
1412034365.447252, 1412034365.447868, 0.000616
1412034365.447938, 1412034365.448481, 0.000543
1412034365.448548, 1412034365.449092, 0.000544
