starttime, endtime, elapsedtime
1412034732.614233, 1412034732.667764, 0.053531
1412034732.667931, 1412034732.715125, 0.047194
1412034732.715204, 1412034732.763228, 0.048024
1412034732.763327, 1412034732.814919, 0.051592
1412034732.815020, 1412034732.862960, 0.047940
1412034732.863091, 1412034732.911060, 0.047969
1412034732.911173, 1412034732.959167, 0.047994
1412034732.959253, 1412034733.011007, 0.051754
1412034733.011118, 1412034733.058346, 0.047228
1412034733.058448, 1412034733.106856, 0.048408
1412034733.106958, 1412034733.155666, 0.048708
1412034733.155763, 1412034733.203107, 0.047344
1412034733.203176, 1412034733.251338, 0.048162
1412034733.251405, 1412034733.299540, 0.048135
1412034733.299639, 1412034733.347182, 0.047543
1412034733.347323, 1412034733.395191, 0.047868
1412034733.395291, 1412034733.443537, 0.048246
1412034733.443637, 1412034733.491232, 0.047595
1412034733.491371, 1412034733.538939, 0.047568
1412034733.539105, 1412034733.587394, 0.048289
1412034733.587506, 1412034733.635105, 0.047599
1412034733.635236, 1412034733.687311, 0.052075
1412034733.687417, 1412034733.735303, 0.047886
1412034733.735409, 1412034733.783334, 0.047925
1412034733.783432, 1412034733.831322, 0.047890
1412034733.831439, 1412034733.879143, 0.047704
1412034733.879192, 1412034733.927297, 0.048105
1412034733.927392, 1412034733.975350, 0.047958
1412034733.975375, 1412034734.023133, 0.047758
1412034734.023155, 1412034734.071290, 0.048135
1412034734.071315, 1412034734.119448, 0.048133
1412034734.119473, 1412034734.174428, 0.054955
1412034734.174453, 1412034734.224125, 0.049672
1412034734.224150, 1412034734.271223, 0.047073
1412034734.271257, 1412034734.319104, 0.047847
1412034734.319200, 1412034734.367353, 0.048153
1412034734.367423, 1412034734.414786, 0.047363
1412034734.414872, 1412034734.463270, 0.048398
1412034734.463370, 1412034734.511068, 0.047698
1412034734.511091, 1412034734.559299, 0.048208
1412034734.559322, 1412034734.606892, 0.047570
1412034734.606909, 1412034734.655223, 0.048314
1412034734.655324, 1412034734.707122, 0.051798
1412034734.707149, 1412034734.755301, 0.048152
1412034734.755326, 1412034734.802768, 0.047442
1412034734.802784, 1412034734.850536, 0.047752
1412034734.850553, 1412034734.899176, 0.048623
1412034734.899199, 1412034734.947493, 0.048294
1412034734.947591, 1412034735.004963, 0.057372
1412034735.005056, 1412034735.054967, 0.049911
1412034735.055073, 1412034735.103026, 0.047953
1412034735.103128, 1412034735.151119, 0.047991
1412034735.151167, 1412034735.199278, 0.048111
1412034735.199373, 1412034735.246819, 0.047446
1412034735.246843, 1412034735.295028, 0.048185
1412034735.295223, 1412034735.343002, 0.047779
1412034735.343113, 1412034735.390799, 0.047686
1412034735.390898, 1412034735.439277, 0.048379
1412034735.439397, 1412034735.487071, 0.047674
1412034735.487125, 1412034735.535078, 0.047953
1412034735.535132, 1412034735.583149, 0.048017
1412034735.583188, 1412034735.631446, 0.048258
1412034735.631545, 1412034735.678833, 0.047288
1412034735.678850, 1412034735.727311, 0.048461
1412034735.727408, 1412034735.775129, 0.047721
1412034735.775206, 1412034735.823214, 0.048008
1412034735.823298, 1412034735.871085, 0.047787
1412034735.871169, 1412034735.919257, 0.048088
1412034735.919349, 1412034735.967272, 0.047923
1412034735.967378, 1412034736.015193, 0.047815
1412034736.015237, 1412034736.062738, 0.047501
1412034736.062868, 1412034736.110776, 0.047908
1412034736.110901, 1412034736.159275, 0.048374
1412034736.159370, 1412034736.206931, 0.047561
1412034736.207030, 1412034736.255228, 0.048198
1412034736.255289, 1412034736.302950, 0.047661
1412034736.303065, 1412034736.351457, 0.048392
1412034736.351557, 1412034736.399130, 0.047573
1412034736.399214, 1412034736.447470, 0.048256
1412034736.447565, 1412034736.494839, 0.047274
1412034736.494910, 1412034736.542988, 0.048078
1412034736.543150, 1412034736.591161, 0.048011
1412034736.591217, 1412034736.639078, 0.047861
1412034736.639156, 1412034736.686990, 0.047834
1412034736.687076, 1412034736.738723, 0.051647
1412034736.738739, 1412034736.787120, 0.048381
1412034736.787142, 1412034736.835297, 0.048155
1412034736.835396, 1412034736.883266, 0.047870
1412034736.883360, 1412034736.931236, 0.047876
1412034736.931334, 1412034736.978998, 0.047664
1412034736.979112, 1412034737.027276, 0.048164
1412034737.027370, 1412034737.075135, 0.047765
1412034737.075180, 1412034737.123276, 0.048096
1412034737.123302, 1412034737.171294, 0.047992
1412034737.171320, 1412034737.218932, 0.047612
1412034737.218958, 1412034737.267570, 0.048612
1412034737.267595, 1412034737.315248, 0.047653
1412034737.315271, 1412034737.363183, 0.047912
1412034737.363216, 1412034737.411203, 0.047987
1412034737.411226, 1412034737.459278, 0.048052
